name,address,rating,open_close,price,gps,image_src,comments,url,tags
"Bún Riêu Cua, Hủ Tiếu & Bánh Lọt","90 Lê Hồng Phong, P. Trà An, Quận Bình Thủy, Cần Thơ",8.3,05:30 - 10:00,10.000đ - 13.000đ,"10.0906067819135, 105.7277420908212",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwg47e7r9psrf0@resize_ss576x330,"Ngày nào đi làm mình cũng ghé mua đồ ăn sáng ở quán cô, bữa thì bánh lọt, bữa nui, bữa bún xào và hôm nay là bún riêu cua. Vẫn như thường lệ mình kêu bọc nhỏ chỉ có 10k như hình mình chụp thôi mà đổ ra một tô thiệt là đầy. Bún riêu nêm vừa ăn, cua nhà làm nên thơm và mềm lắm, giống như ở nhà nấu chứ không có trộn thêm gì, 2 miếng huyết, 2,3 miếng thịt, chỉ vậy thôi là đủ một buổi sáng ngon bổ rẻ cho nhân viên tụi mình rồi. Có dịp đi ngang bạn hãy ghé thử xem nhé.. Ở gần khu công nghiệp mình ghé cũng rất nhiều quán bán điểm tâm sáng rồi, từ lúc ghé quán này là mình chỉ ghé đây thôi. Một tô bình thường là 13k nhưng mình ăn không hết, đổ ra tô là đầy tràn luôn nên lần này ghé mình nói cô làm ít thôi, thế là cô lấy có 10k hà nhưng cô vui vẻ lắm. Bánh lọt với nui rất ngon nhé, nước súp vừa miệng, tô 10k mà hai miếng thịt dày, 2 cục huyết rồi có gan nữa, ăn no luôn đấy. Có dịp các bạn đi Trà Nóc ghé ủng hộ cô nhé, qua khỏi trường tiểu học Trà An chút là thấy quán thôi.. Quán nằm trên đường Lê Hồng Phong, đoạn đường vô khu công nghiệp, mình ăn ở đây thường xuyên lắm, một tuần chắc phải ăn ở đây 4 ngày rồi. Không gian quán cũng sạch sẽ lắm, khách ghé vô ăn cũng đông, mua rồi vô công ty ăn như mình cũng đông nhưng làm nhanh lắm, mua ở đây không sợ bị trễ giờ làm hihi. Cô bán tô bún bình thường là 13k mà nhiều lắm mình ăn không hết nên chỉ mua 10k thôi nhưng cô vẫn rất vui vẻ, thoải mái. Nước dùng cô nêm nếm không quá xuất sắc nhưng với 10k mình thấy ok lắm rồi.",https://www.foody.vn/can-tho/bun-rieu-cua-hu-tieu-banh-lot,"Bún, Bún riêu, Cua, Hủ tiếu, Quán ăn"
Rau Má Đậu Lê Lai,"130 Lê Lai, P. An Phú, Quận Ninh Kiều, Cần Thơ",7.7,09:00 - 22:30,10.000đ - 15.000đ,"10.0332690000000, 105.7799060000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8zsbpb65ztcd@resize_ss576x330,"Hình như trong Lê Lai có 2 quán rau má kế bên lận mà thấy trên foody có 1 quán cũng làm biếng tạo quán mới nên thôi đăng vô đây luôn. Trong ảnh là rau má dừa uống vừa ngon vừa mát. Rau má đậu mình uống rồi cũng ngon nữa, béo và sệt lại rất thơm. Rau má ở đây bán là hết sẩy con bà bảy. Nhắc tới đường Lê Lai là phải nhắc tới món rau má ở đây. Tối đến là quán lúc nào cũng đông nghẹt. Kể cũng lạ là giờ đây mọi người ai cũng yêu chuộng món trà sữa, những tưởng những món bình dân thế này sẽ vắng đi, vậy mà vẫn đông khách. Ưu điểm của quán đã có từ lâu, và bây giờ quán vẫn giữ được nó, đó chính là món uống vô cùng ngon. Mình thích nhất là rau má dừa, uống rất mát, vô cùng thơm ngon. Không gian ở đây rất thích hợp cho những câu chuyện phiếm, cuộc trò chuyện thâu đêm suốt sáng giữa những người bạn tâm giao.. Dù sau này có nhiều quán ra đời, với đủ các mặt hàng nước khác nhau thì quán rau má Lê Lai với thương hiệu nổi tiếng hơn chục năm vẫn giữ được sức hút mãnh liệt đối với người dân Cần Thơ. Tối nào quán cũng đông khách, quán có 2 khu vực là trong nhà và ngoài sân, nhưng vị trí ở sân lúc nào cũng được ưa thích hơn cả. Vị rau má lúc nào cũng vậy, béo ngậy với đậu, thanh thanh với dừa, tùy khẩu vị mỗi người thích chứ không so sánh 2 món với nhau được. Ngoài ra, quán còn phục vụ thêm nhiều món ăn vặt khác như ốc, hột vịt lộn…để sau khi dùng xong, hút một ngụm rau má là sảng khoái tức thì.. Mình là khách sỉ ở đây, mỗi lần lấy 20-30 bịch, nhưng lần gần đây nhất, khi đem giao khách đếm lại thiếu 1 bịch, hôm nay đến lấy, mình không có ý đòi nhưng vẫn nói, lần trước đếm thiếu của em 1 bịch, chị đó lại im lặng và không có ý muốn bù thêm cho khách, rồi lần này, vừa giao về, khách lại nhắn tin và nói thiếu 1 bịch nữa. 1 bịch em có thể lấy tiền lời bù vào được, nhưng lần nào cũng thiếu, mất lòng tin quá",https://www.foody.vn/can-tho/rau-ma-dau-le-lai,"Rau má, Vỉa hè, Ăn vặt"
Bún Thái 68 Phương Tâm - Nguyễn Văn Cừ Nối Dài,"420-422 Nguyễn Văn Cừ Nối Dài, P. An Bình, Quận Ninh Kiều, Cần Thơ",6.5,06:00 - 21:30,25.000đ - 35.000đ,"10.0162046000000, 105.7365770000000",https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu3shnl9txg66@resize_ss576x330,"Mua mang về phần như hình 35k. Nhân xét của mình là nước bún rất ngon, vừa ăn với khầu vị của mình.. Mì Thái 

Ăn nửa tháng rồi giờ mới review 

Đồ ăn đầy ú ụ
Ai ăn mì cay chán rồi thì đổi qua mì Thái thử đi 😂
Cũng cay nhưng cay theo một cách khác 

Quán BÚN THÁI 68 này thì nổi tiếng ai cũng biết rồi, nhưng mua qua Now nên cũng không biết nhân viên với không gian quán như thế nào để nói ;;v;;

Có mực ống, bề bề, tôm, chả cá, tàu hủ và một bọc rau chà bá nữa

Nói chung là ai mê ăn cay nên thử nhe mọi người )). Quán mới mở chi nhánh gần đây nên mình ghé ăn thử. Mùi vị vẫn không đổi so với chi nhánh cũ mùi vị vẫn đậm đà nước dùng thơm mùi khóm chua chua cay cay. Được cái bên chi nhánh này bàn ghế khan trang sạch sẽ và ít đông hơn so với chi nhánh cũ chỗ để xe cũng rộng rãi . Giá cả vẫn không đổi mình gọi bún thái chỉ để tôm tít mà không ngờ quán để tôm tít quá trời tầm hơn 10 con. Nhân viên phục vụ vẫn nhiệt tình và nhanh nhẹn order xíu là có món ăn không cần phải đợi lâu.. Lầu đầu mua về ăn còn được. Lần này mua về nhân viên phục vụ quá sức tệ. Mình nói đem về bỏ hộp lại nói không có trong khi lần trước mua về lại có. Mình mua một phần không rau giá lại bán một phần bình thường rau giá đầy đủ. Nhân viên phục vụ đã dặn kĩ lưỡng vẫn vậy thiếu trách nhiệm.",https://www.foody.vn/can-tho/bun-thai-68-phuong-tam-nguyen-van-cu-noi-dai,"Bún, Quán ăn"
Cơm Chiên Thập Cẩm 10K,"128 Đường 3 Tháng 2, Quận Ninh Kiều, Cần Thơ",10.0,09:00 - 20:00,10.000đ - 15.000đ,"10.0282220000000, 105.7707890000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwaixtwbkes9df@resize_ss576x330,Chỉ 10k mà được như vầy là hết sẩy rồi nè. Ăn ngon lắm luôn. Đi học ngang ghé mua hộp này ăn là vừa túi tiền sinh viên rồi. Có bàn để ăn nữa. Gần Mạc Thiên Tích. Thấy nhiều người mua lắm luôn,https://www.foody.vn/can-tho/com-chien-thap-cam-10k,"Chiên, Cơm, Quán ăn, Thập cẩm"
Pizza Hut - Nguyễn Thái Học,"66 Nguyễn Thái Học, P. Tân An, Quận Ninh Kiều, Cần Thơ",7.6,10:00 - 21:20,50.000đ - 500.000đ,"10.0328670000000, 105.7847170000000",https://down-vn.img.susercontent.com/vn-11134513-820l4-me9kfvpo8pojb3@resize_ss576x330,"Hôm nay mình chọn 1 pizza hải sản sốt tiêu đen, size lớn, viền phô mai. 🍕🍕🍕

Bánh đc nêm nếm khá vừa ăn, nên k cần sốt tương cà cũng ngon lắm.

Thời gian đợi bánh cũng k lâu lắm khoảnh 20 đến 25 phút thoi....

Không gian quán trang trí khá gọn và ấm cúng.. Mình ăn combo loại 2-3 người ăn. Tầm 300 mấy. Được 1 pizza vừa,1 salad, 1 mì ý, nước ngọt rèill. Salad, mì ý có thể đổi qua món khác như súp,... combo này 2 người ăn không hết đâu ạ. Tầm 3-4 ăn cũng vừa. Hôm bữa mình ăn 2 người ăn không nổi luôn á. Đem Pizza Hut tới Hoà An
Mua 1 tặng 1 > Pizza Hải sản & Pizza Tôm xốt Bơ Tỏi. Mình đặt mua pizza chỉ để phô mai. Mình chụp hình này sau khi mình và gia đình ăn được 2 miếng. Và vì quá dở, quá thất vọng nên mình phải review cho mọi người biết để tránh ạ. 2 miếng đã ăn chắc được vài giọt phô mai nha mọi người :)
Cái này ko phải nướng khét nướng khô nha. Mà là tiệm quá tồi và keo kiệt khi để lượng phô mai cộng lại còn ko đủ phủ hết 1/4 cái bánh. Nghĩ sao khách hàng phải trả 200k cho 1 cái pizza như thế này? Làm ăn gì mà quá trời gian dối luôn.",https://www.foody.vn/can-tho/pizza-hut-nguyen-thai-hoc,"Nhà hàng, Pizza"
Pizza VyVy - Đại Lộ Hòa Bình,"31A Hòa Bình, P. An Lạc, Quận Ninh Kiều, Cần Thơ",7.6,15:30 - 22:00,35.000đ - 100.000đ,"10.0318177000000, 105.7826020000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgulzaoxt5n86@resize_ss576x330,"Pizza VyVy là chân ái 😘😘😘. Lâu lâu đổi món ăn pizza nè mà tình cờ biết quán này có trên deliverynow của Foody lại gần chỗ làm việc nữa nên lẹ lẹ triển pizza về ăn luôn á.Tuy không được miễn phí ship chắc do quán chưa có verified merchant nhưng shipper cũng giao hàng nhanh chóng và thân thiện lắm. Pizza ngon lắm vừa ăn không quá cứng phô mai béo ngậy thơm ngon. Ăn một lần là ghiền luôn hà. Menu cũng khá đa dạng và giá trung bình 40k cho size nhỏ chưa úp size đó.Hy vọng quán sớm hợp tá với deli nha để tụi mình còn được free ship ăn thỏa thích.. Mình phát hiện ra chỗ bán pizza này cũng lâu rồi, thường mình cũng hay ăn ở đây lắm. Mà xe pizza này nhầm bữa đông kín người đứng đợi lâu dữ lắm mới mua được. 
Mình hay ăn pizza bò bằm với cá ngừ. Pizza này nóng mới ngon, còn nếu mua mà để hơi lâu nó bị nguội với lại vỏ pizza sẽ không còn được giòn nữa. Giá của size nhỏ nhất là 35k, size trung là 60k và size lớn là 100k. 
Pizza bò bằm thì thịt bò nhuyễn được rải đều trên mặt, có lớp phô mai béo béo nữa. Ăn với tương cà hay ớt đều ngon.
Mình thấy 2 loại đó là ăn ok nhất. Còn với hải sản hay thập cẩm thì đồ ăn hơi ít. 
Buổi tối hay đông nhưng mấy chị ở đây làm nhanh tay vô cùng, với lại có 1 người luôn đứng ghi lại ai là người đến trước đến sau để mà giao bánh cho đúng ^^. Chuẩn bị và giao hàng cực kỳ chậm, 1 tiếng đồng hồ vẫn chưa nhận được hàng.",https://www.foody.vn/can-tho/pizza-vyvy-dai-lo-hoa-binh,"Pizza, Quán ăn"
Quán Điểm - Quán Nhậu Bình Dân,"268 Nguyễn Văn Linh, P. Hưng Lợi, Quận Ninh Kiều, Cần Thơ",7.7,14:00 - 11:00,35.000đ - 99.000đ,"10.0200460000000, 105.7679980000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwg12grmllgb5c@resize_ss576x330,"Cuối tuần muốn nhậu thì kéo nhau ra Điểm thôi 😁 
Quán giá bình dân, đồ ăn tươi ngon. Ba khía rang me cũng rất ngon, ăn vừa miệng lắm luôn.
Với mình ngon nhất là mực nướng muối ớt. 
Nhậu sỉn luôn mà rẻ bèo 😝. Menu quán cực kỳ đa dạng giá cả cũng vừa túi tiền lắm luôn, nhân viên chu đáo thân thiện. Quán điểm này mình cũng mới biết gần đây thôi, do được ông anh giới thiệu đồ ăn của quán khá là ngon mà giá cả cũng không quá là cao nên cũng đi thử cho biết, nay đi với đám bạn qua quán ăn, quán này đúng chuẩn bình dân luôn ấy chứ, không gian khá là thoáng mát và thoải mái, mình thấy quán này dân lao động đến ăn nhiều lắm luôn nhe, menu quán cũng khá là đa dạng, đi nhóm 6 đứa gọi đâu cở 3 món thôi là ăn no căng cái bụng rồi nhe. Menu đặc sắc, giá ổn cho những cuộc nhậu thau đêm suốt sáng ở đây
- Coi bộ dân tình Fdy ít ai đi nhậu hay sao mà quán này 3 4 tháng gì chưa ai review j hết :)))
- Quán này mới dính phạt VS an toàn thực phẩm nhaaaa, nói chung mấy quán ở NVL ăn thì an thoi chứ sạch hay ko thì không biết rồi đó",https://www.foody.vn/can-tho/quan-diem-quan-nhau-binh-dan,"Bình dân, Nhậu, Quán nhậu, Quán ăn"
She's Tea,"51 Ngô Văn Sở, P. Tân An, Quận Ninh Kiều, Cần Thơ",7.7,09:00 - 22:00,12.000đ - 40.000đ,"10.0343580000000, 105.7856140000000",https://down-vn.img.susercontent.com/vn-11134513-7ras8-mbjsoj5twvvk94@resize_ss576x330,"Trà sữa Bạc Hà. Đi học Anh văn, hồi Chủ nhật 16/12 
Cô mua cho cả lớp, tổng là 14 ly
- Trà sữa Truyền thống. Sandwich Pate & Trứng + Hồng Trà. Nước uống rất hợp với khẩu vị của mình . mình rất ok",https://www.foody.vn/can-tho/she-s-tea,"Café, Dessert"
Kichi Kichi Lẩu Băng Chuyền - Lotte Mart Cần Thơ,"Tầng Trệt Lotte Mart Cần Thơ, 84 Mậu Thân, P. An Hòa, Quận Ninh Kiều, Cần Thơ",8.5,09:00 - 22:00,29.000đ - 300.000đ,"10.0424410000000, 105.7667620000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwh2v27m5cyh37@resize_ss576x330,"Lần đầu ăn thử nơi mới - Mơi nhưng hương vị cũ vẫn ngon và đậm đà. Ăn Kichi Kichi là vì thích nước lẫy của nó. Cảm nhận nơi mới náy rất thoáng, đồ ăn tươi và phục vụ chu đáo. Ăn ở đây rất ngon, nước lẩu đậm đà . Tuy nhiên còn hơi ít các món ăn, mình thấy không đa dạng cho lắm, chỉ có thịt bò, heo, mực, tôm nhìn có vẻ nhiều nhưng lúc ăn thì thấy không được đa dạng cho lắm, đó là về thịt, còn các món phụ khác như rau, đậu phụ hay tàu hủ ki ăn rất ngon, mới lạ, còn có sushi nữa. Nước chấm thì chỉ có 1 loại nước chấm được mang ra sẵn và nước tương thì nó hơi không được đa dạng, tuy nhiên nước chấm thì vị khá ổn nên chắc không sao. Và còn 1 điều nữa là không có cái gì để đựng xương và giấy dùng rồi như là thùng rác chẳng hạn. Với mình thì giá hơi chát là 199k chưa có thuế và nước. Nhưng vẫn rất hài lòng về độ ngon và thái độ phục vụ của nhân viên. Đồ ăn đa dạng, phong phú, có nhiều thứ để lựa, nhân viẻn nhiệt tình, nhanh nhẹn, không gian đẹp, rất ổn.",https://www.foody.vn/can-tho/kichi-kichi-lau-bang-chuyen-lotte-mart-can-tho,"Lẩu, Món nhật, Nhà hàng"
Bánh Bao Phô Mai Đề Thám,"59 Đề Thám, Quận Ninh Kiều, Cần Thơ",9.8,07:00 - 19:00,10.000đ - 20.000đ,"10.0340732000000, 105.7820860000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwantenttdcr85@resize_ss576x330,Bánh bao mềm thơm ngon. Phô mai béo. Bánh bao phô mai ngon mềm thơm,https://www.foody.vn/can-tho/banh-bao-pho-mai-de-tham,"Bánh bao, Phô mai, Vỉa hè, Ăn vặt"
Cơm Nhà Mình,"15A Đường 3 Tháng 2, P. An Phú, Quận Ninh Kiều, Cần Thơ",7.9,08:00 - 23:00,18.000đ - 27.000đ,"10.0320913000000, 105.7737059000000",https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu4lbum00ihe0@resize_ss576x330,"Mới mua uống thử khuyến mãi 18k. Nói chung ly to, thạch không nhiều như trong hình nhưng vẫn đạt chất lượng, củ năng nhiều, plan chocolate rất ngon trân châu nhiều, ngon. Nên uống thử. Quán mới mở gần đây. Ngoài các món trà sữa và trà trái cây khá phổ biến như các quán khác thì quán còn có thêm nhóm món đá xay khá thú vị. Thú vị từ tến món đến thành phần và chất lượng. 25k 1 ly đá xay, gồm hỗn hợp các loại trái cây thì cũng khá hợp lý. Món mềm mịn, thơm, theo khẩu vị của mình thì ngon. Màu sắc cũng đẹp. Có dịp sẽ thử thêm các món khác của quán.. Mình rất thích MYO chi nhánh Sóc Trăng, phần vì giá hạt dẻ và sinh tố rất ấn tượng so với các quán khác nên đi CT ra thử ủng hộ luôn.
Kiếm quán thực khổ vì mặt tiền hẹp và bảng khiêm tốn. Tới đề nghị anh chủ lắp đèn led.
Thú thật Myo ST ngon là nhờ anh chủ, anh đi CT rồi sinh tố bớt ngon.
 Hơi bất ngờ là chỉ take away và giá trên Delivery Now cao hơn chút đỉnh và cũng như là giao chậm nên tự chạy ra mua.
- Menu trong app này là menu bên chi nhánh Sóc Trăng, menu ở CT hơi khác chút, có vài món ko có và giá mềm hơn (takw away mà)
- Hơi hụt hẫng tẹo là mấy món sinh tố mình thích bên đây ko làm có lẽ tập trung đồ ăn hơn
- Trà sữa siêu nhiều, ly siêu đẹp, topping siêu nhiều 😁 nào rau câu cacao, rau câu trứng, trân châu trắng. Uống 1 ly hơn ăn 1 ly chè Thái. Giá siêu hạt dẻ. Mình mà trở lại thời sv chắc sẽ 1 tuần/ 1 lần uống thay cho đi ăn chè.
Mình đề nghị nên có cách nào đó với giao hàng trên app vì qui trình app là
1. Gọi món
2. Quán nhận, pha
3. Pha xong mới bấm cho shipper
4. Shipper đến bấm nhận, lấy, bấm giao
Cái qui trình hết trung bình 40p. Lần nào gọi Now cũng đợi như cả tiếng chỗ nào cũng vậy mà uống ly đá tan hết, đồ ăn nguội nên cân nhắc gọi đồ uống đá trên Delivery Now. Ở quán mà mua được một ly thì phải quay lại mua thêm nhiều ly nữa mới vừa :((. Theo mình quán từ trà sữa đến trà trái cây đều ngon, ngọt vừa, topping nhiều, giá cả phù hợp với học sinh sinh viên như mình :)). À cuối cùng là năm mới chúc M.Y.O dồi dào sức khỏe và mua may bán đắt nhé nhéee. 😂",https://www.foody.vn/can-tho/com-nha-minh,"Café, Cơm, Dessert"
Nhà Hàng Bún Thố - Trần Văn Khéo,"149 Trần Văn Khéo, P. An Hội, Quận Ninh Kiều, Cần Thơ",7.8,08:00 - 21:00,30.000đ - 100.000đ,"10.0441201000000, 105.7834589000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8zc0xnvgt717@resize_ss576x330,"Lâu lâu trưa trưa rủ bạn bè đi ăn bún thố, hơi đắt mà ngon. Trưa quán cũng vắng hơn buổi sáng, đồ ăn ra nhanh hơn. Cả 4 đều kêu tô bún thố đặc biệt 50k ăn cho đã cơn thèm :)) Ngon nhất theo mình là chả, dai vừa phải, thơm mùi cá đàng hoàng. Cá thì để nhiều lắm, toàn là thịt thôi. Rau thì cực kì tươi, nhìn chụp hình lên mà mát mắt :)) Nêm nếm ngon, nhạt nhạt cho ai muốn ăn đậm đà hơn thì thêm nước mắm. Phục vụ vui vẻ, không gian rộng rãi, thoáng mát.. Hồi trước không nhờ có gia đình dì dượng dẫn vô đây ăn gỡ lúa thì còn lâu mới biết tới quán này vì bề ngoài sang chảnh thấy ngại vô :)) Vậy mà vô ăn rồi lại ghiền. Tô bún chất lượng, nhiều đồ ăn, ngon nhất là chả. Cá cũng nhiều, hơn nửa con cá mà cá lại ngọt, không bị tanh. Không gian thì rộng rãi và cực kì sạch sẽ luôn. Giá có đắt hơn các quán bên ngoài một chút, tầm 40-50k nhưng xứng đáng đồng tiền. Phục vụ nhanh nhẹn và nhiệt tình mỗi khi khách có yêu cầu.. Nghe nói quán này mở lâu lắm mà giờ mới có việc đến đây để trải nghiệm.
Quán nằm trên đường Trần Văn Khéo, kế bên với bánh canh ghẹ Cà Mau và đối diện với siêu thị điện máy chợ lớn nên dễ tìm lắm.
Không gian quán khá rộng, sạch sẽ, thoáng mát.
Các bạn nhân viên khi thấy khách hàng thì chào hỏi và tươi cười thân thiện.
Mình kêu 1 tô bún và 1 ly cà phê đá.
Bún khá thơm, có vài miếng chả và đậu hủ, nước nêm nếm khá vừa ăn, hợp khẩu vị của mình.
Sẽ quay lại quán thường xuyên hơn. Không biết ăn bún thố ở đây bao nhiêu lần rồi nữa mà duy nhất lần này khá thất vọng, nay ăn cứ thấy nước nhạt sao á, mà bàn 2-3 người ăn, ai cũng thấy vậy. So với thường ngày thì có phần tệ. Đồ ăn cũng ít hơn, lỏng bỏng nước với vài cọng bún. Lúc trước được ăn chất lượng thì mình cảm thấy giá cũng ok. Bây giờ hơi chán rồi. Đồ ăn so với tô mình chụp lúc trước rõ ràng khác nhau :( Không lẽ không quay lại nữa chứ. Phục vụ mặt mài cũng không vui vẻ lắm, kêu lần kêu lựa mới ra dù lúc đó quán khá vắng!",https://www.foody.vn/can-tho/nha-hang-bun-tho-tran-van-kheo,"Bún, Nhà hàng"
TocoToco Bubble Tea - Nguyễn Văn Cừ,"107 Nguyễn Văn Cừ, P. An Hòa, Quận Ninh Kiều, Cần Thơ",6.2,08:00 - 23:00,29.000đ - 56.000đ,"10.0492920000000, 105.7711250000000",https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv0wlm099l0c5@resize_ss576x330,"Lần đầu tiên bước vào quán cảm nhận được sự dễ thương của các bạn phục vụ. Quán trang trí đẹp, sắp xếp theo phong cách sang trọng. Trà sữa uống ngon. Với mình chỉ nhiêu đó cũng đủ 10/10 cho quán rồi.. trà sữa pha sẵn, yêu cầu chọn lượng đường nhưng không thay đổi được vì pha sẵn hết rồi. em nhân viên tóc màu thái độ hời hợt, nói chuyện cộc lốc với khách, đưa ly nước qăng lên quầy bằng một tay cực mất cảm tình 🙂 cũng ko hề nói gì với khách
mình mua ở 3/2 rất nhiều lần nv đưa 2 tay cám ơn đàng hoàng, đến order thì mới bắt đầu pha chế
ko quay lại CN NVC lần nào nữa.",https://www.foody.vn/can-tho/tocotoco-bubble-tea-nguyen-van-cu,"Café, Dessert, Đài loan"
Quán 83 - Trâu Luộc Mẻ,"83 CMT8, P. An Thới, Quận Bình Thủy, Cần Thơ",7.9,16:00 - 23:00,50.000đ - 143.000đ,"10.0630240000000, 105.7623890000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwcy3ezcbtndad@resize_ss576x330,"Quán bình dân, đồ ăn ngon, nhân viên phục vụ thân thiện. Có dịp đến Cần Thơ mình sẽ ghé lại lần sau. :). Quán quen ciả mình đây. 1lẩu 2ng ăn chỉ 100k ăn bao no, 1điã nấm thêm thì 5k, mì cũng 5k/g lun, trà đá rau thêm thì miễn phí nha
Quán có nhiều món trâu bò, nhưng nổi tiếng là lẩu trâu luộc mẽ, khách vào k cân kêu cũng đ lẩu ra sẵn. Diã thịt gồm thịt bắp và lòng trâu, chấm vs mắm tôm và mẻ trộn sã bằm, mìn thích chấm mẻ hơn vì chua chua ăn vs thịt rất ngon 
Lẩu mẻ chua chua lại thơm tỏi sấy, ăn buổi tối njất là trời se lạnh như vậy rất ngon, lại còn tốt cho sức khoe nữa, ăn là đảm bảo bao ghiền nha. Về quê chơi, tìm được chỗ này để ăn tối ^^ thấy chỗ này cũng được á
- Vị trí: nằm ngoài mặt tiền nên dễ tìm. Cơ mà hình như chỗ này khá xa trung tâm thành phố
- Không gian: thoáng mát. Cơ mà chỗ ngồi ngoài sân không được sạch sẽ vì rác dưới chân chưa được dọn dẹp
- Phục vụ: tốt, nhanh
- Thức ăn và giá cả: thịt ngon, miếng thịt không bị mỏng dính :)) nước chấm cũng ngon, mà rau không đa dạng lắm (chỉ thấy có 2 loại nấm, rau muống, rau cần với chuối gì đó thôi). Lúc ngồi chờ có cả món đậu luộc mình thích ^^ giá cả cũng ổn, không có kiểu chặt chém",https://www.foody.vn/can-tho/quan-83-trau-luoc-me,"Luộc, Quán ăn"
Quán 85 - Cách Mạng Tháng 8,"85 Cách Mạng Tháng 8, P. Bùi Hữu Nghĩa, Quận Bình Thủy, Cần Thơ",8.7,14:00 - 21:00,100.000đ - 200.000đ,"10.0642870000000, 105.7611428999999",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbokbmwflcrf1@resize_ss576x330,"Đây là lần thứ n mình đến đây vì ưa thích hương vị ngon tuyệt của nước lẩu đậm đà, ngọt thịt béo xương hầm của quán, những thớt thịt được cô chủ quán lựa chọn rất kĩ càng, mình nghĩ có lẽ là rất quan tâm đến việc đun nấu luộc thịt nên là thịt rất dai và giòn vừa miệng ăn, lại còn đọng lại vị ngọt của thịt chứ ko phải nhúng lẩu cái là mất tiu mùi ngọt của thịt nữa, đặc biệt miếng thịt khá dày và xực, nói chung là ngon lắm. 😂😂Mấy cô phục vụ ở đây tuy lớn tuổi nhưng rất thân thiện và vui vẻ, hoà đồng, ko khí lại ấm cúng và đơn giản, kiểu mấy quán bình dân xưa xưa ấy, thích lắmmm 😍😋
Quán này là quán 85, có lẽ là do vị trí khá xa trung tâm thành phố, nên những người ưa thích ẩm thực ngại đường xa, cơ mà mình thấy cũng ko xa lắm, chạy 5-6 cây số từ sense city tới đây, để ăn một cái lẩu thật ngon và bình dân, thì cũng đâu có cực mấy nhỉ 😂😂 ăn mà, đi càng xa thì càng ngon haha.. Quán sạch sẽ, món ăn rất ngon, đa dạng cá loại lẩu, phù hợp với mọi khẩu vị từ chua, cay, hương sả.. chẳng hạn. Mình rất thích ăn lẩu trâu ở quán này, thịt trâu thái lát rất dễ ăn, nước dùng lại vừa miệng, ko quá chua mùi mẽ, lại giữ được vị ngọt chân chất của thịt trâu, nước chấm lại càng ngon hơn nữa. Phục vụ ở đây các cô trung niên cũng rất nhiệt tình và thân thiện, dễ thương, hiếu khách lắm
-Địa điểm: dễ kiếm, nằm ngay trên đường CMT8, quán 85 đối diện trường cđ đại việt 
-Món ăn: hầu như món nào cũng ngon, mình thích nhất lẩu trâu và lẩu bò sa tế hihi 
-Phục vụ, sạch sẽ: chấp nhận được, không quá sang trọng, theo kiểu quán bình dân Tây Nam Bộ 
-Giá cả: rất chi là bình dân, một nồi lẩu hình như chỉ có 100k ngoài, ăn thêm thì kêu thêm, rất vừa túi nhé. Dạo một vòng trên foody kiếm mấy quán mở sớm đi ăn, vô tình tìm được một quán ăn bình dân quá ngon, mà chất lượng lại vô cùng tuyệt vời nữa. 
Quán nằm ở đường cmt8, tuy khá là xa so vơis trung tâm tp nhưng để ăn đc một món lẩu ngon thì khoảng cách ko phải là điều đáng lo ngại hehe
Món lẩu trâu ở đây rất ngon, nước lẩu đậm đà, ngọt thịt, đặc sánh và thơm mùi cơm mẻ chua chua, kích thích vị giác người dùng lắm. Miếng thịt trâu khá dày và được thái theo thớ đàng hoàng nên ăn rất vừa miệng, mà thịt trâu lại còn bổ dưỡng, giàu protein và mát trong người nữa.
Ăn kèm với các loại rau và mì vị hương là số dzach mấy má ơi, ngon muốn xỉu. Trời lạnh lạnh mà ăn nồi lẩu cái tê tái luôn dạ 
Quán đôi khi khá đông nên mấy bạn thông cảm cho nhân viên, họ không thể kiểm soát được hết, nên hãy là một ng khách thông thái biết thông cảm nhe. 😋",https://www.foody.vn/can-tho/quan-85-cach-mang-thang-8,Quán ăn
